"2017-01-18 11:54:20 [main] INFO  c.m.c.controller.ContactControllerIT - Starting ContactControllerIT on aleksandrk with PID 1452 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 11:58:50 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@780cd9, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3ebac7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@8c70d6, org.springframework.test.context.support.DirtiesContextTestExecutionListener@b5f08a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@df29c1, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1a04e5f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@b59b7d, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1311681, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@37ac07, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@11ed068, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@13aca85, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@645fbd]
""2017-01-18 11:58:50 [main] INFO  c.m.c.dao.impl.ContactDaoImplIT - Starting ContactDaoImplIT on aleksandrk with PID 5500 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 11:58:50 [main] INFO  c.m.c.dao.impl.ContactDaoImplIT - No active profile set, falling back to default profiles: default
""2017-01-18 11:58:51 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$b7a5f43f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 11:58:51 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$6e93be21] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 11:58:55 [main] INFO  c.m.c.dao.impl.ContactDaoImplIT - Started ContactDaoImplIT in 5.172 seconds (JVM running for 24.269)
""2017-01-18 11:58:55 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 11:58:56 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:56 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:56 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:56 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 11:58:56 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:13:38 [main] INFO  c.m.c.c.ContactControllerMockTest - Starting ContactControllerMockTest on aleksandrk with PID 3340 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 16:13:39 [main] INFO  c.m.c.c.ContactControllerMockTest - No active profile set, falling back to default profiles: default
""2017-01-18 16:13:49 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 16:13:49 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 16:13:49 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 125 ms
""2017-01-18 16:13:51 [main] INFO  c.m.c.c.ContactControllerMockTest - Started ContactControllerMockTest in 15.375 seconds (JVM running for 19.623)
""2017-01-18 16:13:51 [main] INFO  c.m.c.controller.ContactController - Request for fetching contacts that not match regex: ^$!
""2017-01-18 16:13:51 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 9223372036854775807!
""2017-01-18 16:13:51 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 1!
""2017-01-18 16:13:52 [main] INFO  c.m.c.controller.ContactController - Request for fetching all Contacts.
""2017-01-18 16:13:52 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mental.contactbook.controller.ContactResourceAssemblerTest], using SpringBootContextLoader
""2017-01-18 16:13:52 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mental.contactbook.controller.ContactResourceAssemblerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-01-18 16:13:52 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-01-18 16:13:52 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1651f93, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1fa56fa, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@575325, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7d1932, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16309a9, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@93dcb9, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@8b6035, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@a34e9f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@16621e3, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1c05ea2, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@891ba7, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@40651f]
""2017-01-18 16:13:52 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - Starting ContactResourceAssemblerTest on aleksandrk with PID 3340 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 16:13:52 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - No active profile set, falling back to default profiles: default
""2017-01-18 16:13:55 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$2391c38c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 16:13:55 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$da7f8d6e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 16:14:01 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - Started ContactResourceAssemblerTest in 9.218 seconds (JVM running for 29.815)
""2017-01-18 16:14:01 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance with id:1 and name: Test!
""2017-01-18 16:14:01 [main] INFO  c.m.c.controller.ContactController - Adding resource to contact
""2017-01-18 16:14:01 [main] INFO  c.m.c.controller.ContactController - Resource created with contact: Contact [id=1, name=Test]
""2017-01-18 16:14:01 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mental.contactbook.dao.impl.ContactDaoImplTest], using SpringBootContextLoader
""2017-01-18 16:14:01 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mental.contactbook.dao.impl.ContactDaoImplTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-01-18 16:14:01 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-01-18 16:14:01 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@fc2538, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@deec87, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1342959, org.springframework.test.context.support.DirtiesContextTestExecutionListener@cf5915, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1e76c11, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@cc183e, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4e8fdf, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1d6ef2, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@721044, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5df5dc, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@a7b67f, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1cc3f27]
""2017-01-18 16:14:01 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:14:01 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance with id:1 and name: Test!
""2017-01-18 16:14:01 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 16:14:01 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts for regex retrieved!
""2017-01-18 16:14:01 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contact with id: 1.
""2017-01-18 16:14:01 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contact found and retrieved!
""2017-01-18 16:14:01 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 16:14:01 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts retrieved!
""2017-01-18 16:15:01 [main] INFO  c.m.c.c.ContactControllerMockTest - Starting ContactControllerMockTest on aleksandrk with PID 1636 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 16:15:01 [main] INFO  c.m.c.c.ContactControllerMockTest - No active profile set, falling back to default profiles: default
""2017-01-18 16:15:08 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 16:15:08 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 16:15:08 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 63 ms
""2017-01-18 16:15:09 [main] INFO  c.m.c.c.ContactControllerMockTest - Started ContactControllerMockTest in 9.953 seconds (JVM running for 13.679)
""2017-01-18 16:15:09 [main] INFO  c.m.c.controller.ContactController - Request for fetching contacts that not match regex: ^$!
""2017-01-18 16:15:10 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 9223372036854775807!
""2017-01-18 16:15:10 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 1!
""2017-01-18 16:15:10 [main] INFO  c.m.c.controller.ContactController - Request for fetching all Contacts.
""2017-01-18 16:15:10 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mental.contactbook.controller.ContactResourceAssemblerTest], using SpringBootContextLoader
""2017-01-18 16:15:10 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mental.contactbook.controller.ContactResourceAssemblerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-01-18 16:15:10 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-01-18 16:15:10 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@35c345, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1681037, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@59319c, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1faaaf0, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1c76fa1, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@ed2d86, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1d53216, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1a2b3b6, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@13e7344, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@8f638, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@d73ead, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@141e42]
""2017-01-18 16:15:10 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - Starting ContactResourceAssemblerTest on aleksandrk with PID 1636 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 16:15:10 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - No active profile set, falling back to default profiles: default
""2017-01-18 16:15:12 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$53d7b2f5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 16:15:12 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$ac57cd7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 16:15:16 [main] INFO  c.m.c.c.ContactResourceAssemblerTest - Started ContactResourceAssemblerTest in 5.922 seconds (JVM running for 20.513)
""2017-01-18 16:15:16 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance with id:1 and name: Test!
""2017-01-18 16:15:16 [main] INFO  c.m.c.controller.ContactController - Adding resource to contact
""2017-01-18 16:15:16 [main] INFO  c.m.c.controller.ContactController - Resource created with contact: Contact [id=1, name=Test]
""2017-01-18 16:15:16 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mental.contactbook.dao.impl.ContactDaoImplTest], using SpringBootContextLoader
""2017-01-18 16:15:16 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.mental.contactbook.dao.impl.ContactDaoImplTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2017-01-18 16:15:16 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
""2017-01-18 16:15:16 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@17d0bc3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@178219a, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@185fb64, org.springframework.test.context.support.DirtiesContextTestExecutionListener@476c16, org.springframework.test.context.transaction.TransactionalTestExecutionListener@17b560e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1ffda4a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1a348ca, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@e9a474, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1b15381, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@dbfcf7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@19f017e, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@cedb7d]
""2017-01-18 16:15:16 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:15:16 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance with id:1 and name: Test!
""2017-01-18 16:15:16 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 16:15:16 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts for regex retrieved!
""2017-01-18 16:15:16 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contact with id: 1.
""2017-01-18 16:15:16 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contact found and retrieved!
""2017-01-18 16:15:16 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 16:15:16 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts retrieved!
""2017-01-18 16:15:42 [main] INFO  c.m.c.controller.ContactControllerIT - Starting ContactControllerIT on aleksandrk with PID 5688 (started by AleksandrK in C:\Documents and Settings\aleksandrk\workspace\contactbook)
""2017-01-18 16:15:42 [main] INFO  c.m.c.controller.ContactControllerIT - No active profile set, falling back to default profiles: default
""2017-01-18 16:15:48 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$f203d936] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 16:15:48 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$a8f1a318] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-01-18 16:15:53 [main] INFO  c.m.c.controller.ContactControllerIT - Started ContactControllerIT in 12.609 seconds (JVM running for 15.274)
""2017-01-18 16:15:55 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [beforeTestRun.sql]
""2017-01-18 16:15:55 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [beforeTestRun.sql] in 141 ms.
""2017-01-18 16:15:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 16:15:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 16:15:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 62 ms
""2017-01-18 16:15:56 [main] INFO  c.m.c.controller.ContactController - Request for fetching contacts that not match regex: ^$!
""2017-01-18 16:15:56 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 16:15:56 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 16:15:56 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:15:56 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:15:56 [main] INFO  c.mental.contactbook.entity.Contact - Created Contact instance!
""2017-01-18 16:15:56 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts for regex retrieved!
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [afterTestRun.sql]
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [afterTestRun.sql] in 62 ms.
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [beforeTestRun.sql]
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [beforeTestRun.sql] in 16 ms.
""2017-01-18 16:15:56 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 16:15:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 16:15:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 0 ms
""2017-01-18 16:15:56 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 9223372036854775807!
""2017-01-18 16:15:56 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contact with id: 9223372036854775807.
""2017-01-18 16:15:56 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [afterTestRun.sql]
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [afterTestRun.sql] in 0 ms.
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [beforeTestRun.sql]
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [beforeTestRun.sql] in 0 ms.
""2017-01-18 16:15:56 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 16:15:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 16:15:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 15 ms
""2017-01-18 16:15:56 [main] INFO  c.m.c.controller.ContactController - Request for fetching Contact with id: 1!
""2017-01-18 16:15:56 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contact with id: 1.
""2017-01-18 16:15:56 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 16:15:56 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contact found and retrieved!
""2017-01-18 16:15:56 [main] INFO  c.m.c.controller.ContactController - Adding resource to contact
""2017-01-18 16:15:56 [main] INFO  c.m.c.controller.ContactController - Resource created with contact: Contact [id=1, name=TestCase]
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [afterTestRun.sql]
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [afterTestRun.sql] in 0 ms.
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [beforeTestRun.sql]
""2017-01-18 16:15:56 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [beforeTestRun.sql] in 16 ms.
""2017-01-18 16:15:56 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring FrameworkServlet ''
""2017-01-18 16:15:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization started
""2017-01-18 16:15:57 [main] INFO  o.s.t.w.s.TestDispatcherServlet - FrameworkServlet '': initialization completed in 15 ms
""2017-01-18 16:15:57 [main] INFO  c.m.c.controller.ContactController - Request for fetching all Contacts.
""2017-01-18 16:15:57 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Start to fetch contacts from DB.
""2017-01-18 16:15:57 [main] INFO  c.m.c.dao.impl.ContactDaoImpl - Start to fetch contacts from Cache.
""2017-01-18 16:15:57 [main] INFO  c.m.c.s.impl.ContactServiceImpl - Contacts retrieved!
""2017-01-18 16:15:57 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executing SQL script from class path resource [afterTestRun.sql]
""2017-01-18 16:15:57 [main] INFO  o.s.jdbc.datasource.init.ScriptUtils - Executed SQL script from class path resource [afterTestRun.sql] in 0 ms.
""2017-01-18 16:15:57 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mental.contactbook.dao.impl.ContactDaoImplIT], using SpringBootContextLoader
